,Skill,Domain,Sub-Domain
33135,Ancestral Home,language-learning,other-languages
33137,Tora,language-learning,other-languages
33141,Southern Hospitality,language-learning,other-languages
33142,Sweat Lodge,language-learning,other-languages
33154,Https,language-learning,other-languages
33155,Cognition,language-learning,other-languages
33168,Public Speaking,language-learning,other-languages
33171,Determination,language-learning,other-languages
33180,Sales,language-learning,other-languages
33182,Crying,language-learning,other-languages
33183,Patient,language-learning,other-languages
33184,Fasting,language-learning,other-languages
33195,Tai Chi,language-learning,other-languages
33199,Adult Learner,language-learning,other-languages
33206,Computer Science,language-learning,other-languages
33208,Game Theory,language-learning,other-languages
33214,Lip,language-learning,other-languages
33227,Linguistic Philosophy,language-learning,other-languages
33229,History,language-learning,other-languages
33231,Compounding,language-learning,other-languages
33243,Macro (Computer Science),language-learning,other-languages
33246,Com File,language-learning,other-languages
33247,Sociology,language-learning,other-languages
33248,Economics,language-learning,other-languages
33254,Chi-Squared Distribution,language-learning,other-languages
33256,R&D Management,language-learning,other-languages
33257,Studentized Residual,language-learning,other-languages
33258,Relative Change And Difference,language-learning,other-languages
33263,Grammatik,language-learning,other-languages
33264,Computer Programming,language-learning,other-languages
33265,Baking,language-learning,other-languages
33270,E-Channel,language-learning,other-languages
33271,Persistence,language-learning,other-languages
33274,Fp-C,language-learning,other-languages
33276,Multimodal Learning,language-learning,other-languages
33277,Bigram,language-learning,other-languages
33278,Li-Fi,language-learning,other-languages
33279,Meet-In-The-Middle Attack,language-learning,other-languages
33288,Mergers & Acquisitions,language-learning,other-languages
33289,Orthography,language-learning,other-languages
33294,Business Partner,language-learning,other-languages
33297,Training,language-learning,other-languages
33304,Email,language-learning,other-languages
33305,Entry Point,language-learning,other-languages
33307,Stress,language-learning,other-languages
33322,Interest,language-learning,other-languages
33323,Innovation,language-learning,other-languages
33324,Modeling,language-learning,other-languages
33329,Cooking,language-learning,other-languages
33335,Sound,language-learning,other-languages
33353,Shopped,language-learning,other-languages
33359,Preference,language-learning,other-languages
33367,Houses,language-learning,other-languages
33370,Oral Interpretation,language-learning,other-languages
33371,Sports,language-learning,other-languages
33372,Podcast,language-learning,other-languages
33378,Language Arts,language-learning,other-languages
33379,Language Log,language-learning,other-languages
33384,International Computer Archive Of Modern And Medieval English,language-learning,other-languages
33386,Thematic Interpretation,language-learning,other-languages
33393,Animal,life-sciences,animal-health
33394,Dog,life-sciences,animal-health
33395,Behavior,life-sciences,animal-health
33396,Animal Welfare Science,life-sciences,animal-health
33397,Animal Health,life-sciences,animal-health
33398,Human Learning,life-sciences,animal-health
33399,Animal Behavior,life-sciences,animal-health
33400,Animal Rights,life-sciences,animal-health
33401,Farm,life-sciences,animal-health
33402,Poultry,life-sciences,animal-health
33403,Chicken,life-sciences,animal-health
33404,Chicken Behavior,life-sciences,animal-health
